title,位置,经纬度
环球翡翠湾花园(公寓),上海市浦东新区环球翡翠湾花园,"121.533821,31.154081"
涵合园(公寓),上海市浦东新区涵合园,"121.527176,31.167835"
长岛公寓,广东省深圳市龙岗区长岛永和公寓,"114.057702,22.629110"
金巷小区,上海市浦东新区金巷小区,"121.598867,31.258087"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
和憬家园,上海市浦东新区和憬家园,"121.685287,31.200127"
玉兰小区,安徽省宿州市泗县玉兰小区,"117.898697,33.471901"
印象春城,上海市浦东新区印象春城,"121.590187,31.115757"
海阳一村,山东省烟台市海阳市一村,"120.917629,36.684040"
心圆西苑,上海市浦东新区心圆西苑,"121.691963,31.172298"
绿波城,上海市浦东新区绿波城,"121.664810,31.209543"
绿地康桥新苑,上海市浦东新区绿地康桥新苑,"121.566261,31.137959"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
三林世博家园(东书房路560弄),上海市浦东新区三林世博家园,"121.540749,31.159538"
齐爱佳苑,上海市浦东新区齐爱佳苑,"121.661804,31.206955"
浦发绿城西泰林路901弄,上海市浦东新区西泰林路901弄,"121.539264,31.144254"
印象春城,上海市浦东新区印象春城,"121.590187,31.115757"
香山新村东南街坊,上海市浦东新区香山新村东南街坊,"121.569862,31.240971"
高行绿洲(三期),上海市浦东新区高行绿洲,"121.591522,31.329851"
东陆新村五街坊,上海市浦东新区东陆新村五街坊,"121.592748,31.278683"
印象春城,上海市浦东新区印象春城,"121.590187,31.115757"
三林世博家园(东书房路560弄),上海市浦东新区三林世博家园,"121.540749,31.159538"
和憬家园,上海市浦东新区和憬家园,"121.685287,31.200127"
丰舍东苑,上海市浦东新区丰舍东苑,"121.668053,31.274870"
云台二小区,上海市浦东新区云台二小区,"121.508713,31.175306"
绿川新苑,上海市浦东新区绿川新苑,"121.548073,31.172768"
金桥湾清水苑,上海市浦东新区金桥湾清水苑,"121.595373,31.259637"
益丰新村,上海市青浦区益丰新村,"121.234016,31.253450"
玉兰香苑(四期),上海市浦东新区玉兰香苑,"121.633232,31.200127"
鹏海小区,上海市浦东新区鹏海小区,"121.562927,31.174227"
川杨新苑(四期),上海市浦东新区川杨新苑,"121.635956,31.188620"
翠竹苑,广西壮族自治区南宁市兴宁区翠竹苑,"108.317749,22.818001"
翠竹苑,广西壮族自治区南宁市兴宁区翠竹苑,"108.317749,22.818001"
翠竹苑,广西壮族自治区南宁市兴宁区翠竹苑,"108.317749,22.818001"
春港丽园(公寓),上海市浦东新区春港丽园,"121.622963,31.201820"
齐爱佳苑,上海市浦东新区齐爱佳苑,"121.661804,31.206955"
东陆新村七街坊,上海市浦东新区东陆新村七街坊,"121.613579,31.281488"
芳华路268弄,上海市浦东新区芳华路268弄,"121.556233,31.194601"
金杨新村十一街坊,上海市浦东新区金杨新村十一街坊,"121.585869,31.247749"
东陆新村六街坊,上海市浦东新区东陆新村六街坊,"121.596703,31.278627"
南新一村(下南路161弄),上海市浦东新区南新一村,"121.544594,31.167200"
金杨新村九街坊,上海市浦东新区金杨新村九街坊,"121.581871,31.252098"
凌兆新村(凌兆路586弄),上海市浦东新区凌兆路586弄,"121.501816,31.144197"
金地艺华年（公寓）,陕西省西安市雁塔区金地艺华年,"108.996727,34.188766"
瑞浦嘉苑,上海市浦东新区瑞浦嘉苑,"121.586746,31.086233"
华夏小区,吉林省通化市东昌区华夏佳园,"125.956055,41.736198"
金杨一街坊,上海市浦东新区金杨一街坊,"121.571136,31.247150"
金地艺华年（公寓）,陕西省西安市雁塔区金地艺华年,"108.996727,34.188766"
翠竹苑,广西壮族自治区南宁市兴宁区翠竹苑,"108.317749,22.818001"
春港丽园(公寓),上海市浦东新区春港丽园,"121.622963,31.201820"
香楠小区,上海市浦东新区香楠小区,"121.611183,31.199057"
临沂八村,山东省临沂市,"118.356464,35.103771"
金杨新村十一街坊,上海市浦东新区金杨新村十一街坊,"121.585869,31.247749"
爱法花园(二期),上海市浦东新区爱法花园,"121.655479,31.270130"
士韵家园,上海市浦东新区士韵家园,"121.511948,31.157246"
东陆新村五街坊,上海市浦东新区东陆新村五街坊,"121.592748,31.278683"
荷一小区,上海市浦东新区荷一小区,"121.593689,31.272007"
金杨新村九街坊,上海市浦东新区金杨新村九街坊,"121.581871,31.252098"
永业小区,上海市浦东新区永业小区,"121.559120,31.253777"
双秀西园,上海市浦东新区双秀西苑,"121.560890,31.122656"
中海御景熙岸(公寓),上海市浦东新区中海御景熙岸,"121.531471,31.129238"
同景苑,上海市浦东新区王港同景苑,"121.677544,31.244469"
双秀西园,上海市浦东新区双秀西苑,"121.560890,31.122656"
爱法花园(二期),上海市浦东新区爱法花园,"121.655479,31.270130"
河滨城市花园,上海市浦东新区河滨城市花园,"121.655353,31.262692"
爱法花园(一期),上海市浦东新区爱法花园,"121.655479,31.270130"
河滨城市花园,上海市浦东新区河滨城市花园,"121.655353,31.262692"
绿川家园,上海市浦东新区绿川家园,"121.552917,31.172264"
齐爱佳苑,上海市浦东新区齐爱佳苑,"121.661804,31.206955"
顺馨佳园,上海市浦东新区顺馨佳园,"121.676117,31.192949"
和龙新苑,吉林省延边朝鲜族自治州和龙市,"129.010932,42.546434"
中海御景熙岸(公寓),上海市浦东新区中海御景熙岸,"121.531471,31.129238"
三林苑（一期）,上海市浦东新区三林苑,"121.522354,31.144276"
莲琼苑,上海市浦东新区莲琼苑,"121.560722,31.178400"
金桥一景,上海市浦东新区金桥一景,"121.594729,31.252678"
绿地康桥新苑,上海市浦东新区绿地康桥新苑,"121.566261,31.137959"
港机新村,上海市浦东新区港机新村,"121.508125,31.191181"
金桥新城,重庆市武隆区金桥新城,"107.345690,29.368660"
金桥新城,重庆市武隆区金桥新城,"107.345690,29.368660"
证大家园(二期),上海市浦东新区证大家园,"121.600914,31.282183"
瑞苑公寓,上海市浦东新区瑞苑公寓,"121.511032,31.239922"
江临天下,重庆市巫山县江临天下,"109.883392,31.075905"
碧云东方公寓,海南省东方市,"108.651829,19.095187"
联洋花园(二期),上海市浦东新区联洋花园,"121.553741,31.227724"
碧云东方公寓,海南省东方市,"108.651829,19.095187"
碧云东方公寓,海南省东方市,"108.651829,19.095187"
绿地康桥新苑,上海市浦东新区绿地康桥新苑,"121.566261,31.137959"
唐人苑,上海市浦东新区唐人苑,"121.649231,31.208265"
界龙花苑,上海市浦东新区界龙花苑,"121.693504,31.185087"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
鼎鑫名流世家,云南省玉溪市华宁县世家,"102.912460,24.491618"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
宁怡苑,上海市浦东新区宁怡苑,"121.611534,31.138317"
爱法花园(一期),上海市浦东新区爱法花园,"121.655479,31.270130"
春晖苑,江苏省南通市如皋市春晖苑,"120.566818,32.393932"
鼎鑫名流世家,云南省玉溪市华宁县世家,"102.912460,24.491618"
绿地康桥新苑,上海市浦东新区绿地康桥新苑,"121.566261,31.137959"
宁怡苑,上海市浦东新区宁怡苑,"121.611534,31.138317"
仁恒森兰雅苑mini公馆,上海市浦东新区仁恒森兰雅苑,"121.564285,31.233376"
春港丽园(公寓),上海市浦东新区春港丽园,"121.622963,31.201820"
金领国际(公寓),山东省枣庄市滕州市金领国际,"117.170624,35.082874"
金台三居,陕西省宝鸡市金台区,"107.232733,34.397071"
城中花园,贵州省遵义市凤冈县城中花园,"107.718820,27.961396"
汤巷雅苑,上海市浦东新区汤巷雅苑,"121.605602,31.136470"
天台别韵,浙江省台州市天台县,"121.006657,29.144594"
鑫龙佳苑,安徽省马鞍山市当涂县鑫龙小区,"118.474564,31.508904"
沔溪苑,上海市浦东新区沔溪苑,"121.616974,31.143713"
金领国际(公寓),山东省枣庄市滕州市金领国际,"117.170624,35.082874"
宁怡苑,上海市浦东新区宁怡苑,"121.611534,31.138317"
港城新苑,上海市浦东新区港城新苑,"121.580948,31.353031"
玉宇小区,上海市浦东新区玉宇小区,"121.689461,31.190437"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
长岛公寓,广东省深圳市龙岗区长岛永和公寓,"114.057702,22.629110"
海上风华,上海市浦东新区海上风华,"121.921396,30.922097"
绿地康桥新苑,上海市浦东新区绿地康桥新苑,"121.566261,31.137959"
丰舍西苑,上海市浦东新区丰舍西苑,"121.662140,31.275124"
申雅苑,上海市浦东新区申雅苑,"121.590744,31.119904"
欣欣家园,安徽省合肥市长丰县欣欣家园,"117.276505,31.971922"
康馨花园,江苏省徐州市睢宁县康馨花园,"117.942497,33.873749"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
南新西园,上海市浦东新区南新西园,"121.581520,31.328554"
舒馨北苑,上海市浦东新区舒馨北苑,"121.667389,31.191351"
康桥花园,上海市浦东新区康桥花园,"121.578796,31.134216"
万馨佳园,上海市浦东新区万馨佳园,"121.673340,31.191942"
周康三村,上海市浦东新区周康三村,"121.563583,31.135454"
昱龙家园,上海市浦东新区昱龙家园,"121.597608,31.122457"
海尚康庭,上海市浦东新区海尚康庭,"121.599594,31.127190"
张江公馆,上海市浦东新区张江公馆,"121.612129,31.198288"
张江公馆,上海市浦东新区张江公馆,"121.612129,31.198288"
周康二村,上海市浦东新区周康二村,"121.569695,31.138592"
汇丽苑,上海市浦东新区汇丽苑,"121.568611,31.114466"
佳伟景苑,上海市浦东新区佳伟景苑,"121.675064,31.283768"
佳林路919弄,上海市浦东新区佳林路919弄,"121.611658,31.266748"
周康二村,上海市浦东新区周康二村,"121.569695,31.138592"
菱翔苑,上海市浦东新区菱翔苑,"121.568665,31.113409"
绿川公寓,上海市浦东新区绿川公寓,"121.551582,31.171125"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
河滨城市花园,上海市浦东新区河滨城市花园,"121.655353,31.262692"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
翔川家园,上海市浦东新区翔川家园,"121.685356,31.238462"
双秀北园,上海市浦东新区双秀北园,"121.564507,31.123148"
合欢公寓,上海市浦东新区合欢公寓,"121.685303,31.196474"
紫晶苑,河北省秦皇岛市海港区紫晶苑,"119.533096,39.931618"
浦发绿城永泰路1960弄,上海市浦东新区永泰路1960弄,"121.543245,31.144813"
幸福小镇,上海市浦东新区幸福小镇,"121.611893,31.276829"
锦博苑,上海市浦东新区锦博苑,"121.505753,31.234671"
东城新村,北京市东城区,"116.416334,39.928359"
宁怡苑,上海市浦东新区宁怡苑,"121.611534,31.138317"
绿地康桥新苑,上海市浦东新区绿地康桥新苑,"121.566261,31.137959"
双秀北园,上海市浦东新区双秀北园,"121.564507,31.123148"
春港丽园(公寓),上海市浦东新区春港丽园,"121.622963,31.201820"
爱家亚洲花园,上海市浦东新区爱家亚洲花园,"121.535881,31.199478"
连城苑,上海市浦东新区连城苑,"121.585613,31.260222"
滴水湖馨苑二期,上海市浦东新区港城滴水湖馨苑二期,"121.906273,30.897272"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
新德公寓(浦东),上海市浦东新区新德公寓(浦东),"121.688371,31.195184"
宜浩佳园,上海市浦东新区宜浩佳园,"121.882065,30.888676"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
绿地东上海二期,上海市浦东新区绿地东上海二期,"121.570545,31.124496"
菱翔苑,上海市浦东新区菱翔苑,"121.568665,31.113409"
妙城公寓,上海市浦东新区妙城公寓,"121.696579,31.191078"
华盛名门,辽宁省锦州市义县华盛名门,"121.244110,41.526394"
绿地东上海二期,上海市浦东新区绿地东上海二期,"121.570545,31.124496"
众鑫大厦,上海市浦东新区众鑫大厦,"121.517517,31.215866"
小上海新城,上海市浦东新区小上海新城,"121.579965,31.122143"
妙城公寓,上海市浦东新区妙城公寓,"121.696579,31.191078"
华盛名门,辽宁省锦州市义县华盛名门,"121.244110,41.526394"
双秀南园,上海市浦东新区双秀南园,"121.565620,31.119274"
春港丽园(公寓),上海市浦东新区春港丽园,"121.622963,31.201820"
妙境家园,上海市浦东新区妙境家园,"121.697563,31.186970"
圣鑫苑,上海市浦东新区圣鑫苑,"121.585442,31.126070"
界龙新世纪公寓,上海市浦东新区界龙新世纪公寓,"121.696800,31.194855"
东方城市华庭,海南省东方市,"108.651829,19.095187"
绿地崴廉公寓,上海市浦东新区新里绿地崴廉公寓,"121.613350,31.292696"
众鑫大厦,上海市浦东新区众鑫大厦,"121.517517,31.215866"
康桥半岛密苏里假日公寓,上海市浦东新区密苏里假日公寓,"121.582375,31.135683"
中福公寓,上海市浦东新区中福公寓,"121.534843,31.198866"
丹芳苑,上海市浦东新区丹芳苑,"121.611984,31.201996"
爱法新城,上海市浦东新区爱法新城,"121.586097,31.277587"
丹芳苑,上海市浦东新区丹芳苑,"121.611984,31.201996"
环龙公寓,上海市浦东新区环龙公寓,"121.558487,31.189867"
荣城花苑,上海市浦东新区荣城花苑,"121.517929,31.242142"
汇锦城二期,上海市浦东新区吉宝汇锦城二期,"121.639687,31.031315"
鑫港苑,上海市浦东新区鑫港苑,"121.681091,31.241455"
万科清林径,广东省深圳市龙岗区万科清林径,"114.232513,22.747377"
海洲桃花园一期,上海市浦东新区海州桃花园一期,"121.600273,31.035145"
虹御公寓,上海市浦东新区虹御公寓,"121.626259,31.210310"
汇丽苑,上海市浦东新区汇丽苑,"121.568611,31.114466"
沉香苑一街坊,上海市浦东新区沉香苑一街坊,"121.591156,31.074970"
天和湖滨家园(公寓),河南省三门峡市湖滨区教师家属楼,"111.207010,34.771120"
同馨苑,河北省石家庄市同馨苑,"114.510017,38.067791"
万馨佳园,上海市浦东新区万馨佳园,"121.673340,31.191942"
沙田公寓,香港特别行政区沙田区,"114.195365,22.379532"
万科清林径,广东省深圳市龙岗区万科清林径,"114.232513,22.747377"
汇锦城三期,上海市浦东新区吉宝汇锦城三期,"121.637695,31.032736"
兴东佳苑(二期),上海市浦东新区兴东佳苑,"121.759239,31.054649"
天和湖滨家园(公寓),河南省三门峡市湖滨区教师家属楼,"111.207010,34.771120"
新润花苑,上海市浦东新区新润花苑,"121.689453,31.197803"
绿海家园,北京市顺义区绿海家园,"116.622002,40.155899"
丰舍东苑,上海市浦东新区丰舍东苑,"121.668053,31.274870"
沔溪苑,上海市浦东新区沔溪苑,"121.616974,31.143713"
美林小城,云南省昆明市盘龙区美林小城,"102.755081,25.059429"
金钻苑北区,香港特别行政区北区,"114.147364,22.496104"
星颂家园,上海市浦东新区星颂家园,"121.675949,31.275087"
同景苑,上海市浦东新区王港同景苑,"121.677544,31.244469"
星颂家园,上海市浦东新区星颂家园,"121.675949,31.275087"
金唐公寓,上海市浦东新区金唐公寓,"121.657860,31.202555"
金利公寓,河北省保定市定州市金利公寓,"114.970879,38.515644"
万科清林径,广东省深圳市龙岗区万科清林径,"114.232513,22.747377"
瀚龙苑,上海市浦东新区瀚龙苑,"121.666214,31.194107"
